datetime,created_at,updated_at,timestamp,zone_name,carbon_intensity_avg,power_origin_percent_fossil_avg,power_origin_percent_renewable_avg,power_production_percent_fossil_avg,power_production_percent_renewable_avg
2021-01-02T01:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:20.739679+00:00,1609549200,DE,522.59,49.27,29.89,51.53,28.01
2021-01-02T02:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:15:13.178380+00:00,1609552800,DE,522.74,49.22,29.75,51.49,27.87
2021-01-02T03:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:20.739679+00:00,1609556400,DE,530.84,49.95,29.04,52.35,27.07
2021-01-02T04:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:43.689021+00:00,1609560000,DE,543.14,51.16,27.92,53.61,25.9
2021-01-02T05:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:20.739679+00:00,1609563600,DE,554.87,52.39,27.04,54.59,25.23
2021-01-02T06:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:15:13.178380+00:00,1609567200,DE,569.24,54.07,25.82,56.16,24.1
2021-01-02T07:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:15:13.178380+00:00,1609570800,DE,583.73,56.22,24.37,58.27,22.73
2021-01-02T08:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:43.689021+00:00,1609574400,DE,584.12,56.37,25.08,58.3,23.49
2021-01-02T09:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:43.689021+00:00,1609578000,DE,580.31,55.28,27.03,56.96,25.72
2021-01-02T10:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-02-17T21:50:49.098764+00:00,1609581600,DE,575.55,54.81,27.88,56.5,26.48
2021-01-02T11:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-02-17T21:50:49.098764+00:00,1609585200,DE,575.5,55.24,27.24,57.02,25.74
2021-01-02T12:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-02-17T21:50:50.371618+00:00,1609588800,DE,584.61,56.36,25.87,58.17,24.24
2021-01-02T13:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:16.918659+00:00,1609592400,DE,596.05,57.07,24.99,58.85,23.34
2021-01-02T14:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:20.739679+00:00,1609596000,DE,606.41,59.06,22.33,61.26,20.14
2021-01-02T15:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:15:13.178380+00:00,1609599600,DE,605.35,58.39,23.16,60.58,21.24
2021-01-02T16:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:15:13.178380+00:00,1609603200,DE,593.58,54.49,28.83,55.92,27.47
2021-01-02T17:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:16.918659+00:00,1609606800,DE,583.04,53.52,30.11,55,28.72
2021-01-02T18:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:20.739679+00:00,1609610400,DE,577.68,53.79,29.7,55.28,28.33
2021-01-02T19:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:43.689021+00:00,1609614000,DE,574.91,54.25,28.86,56.26,26.91
2021-01-02T20:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:43.689021+00:00,1609617600,DE,567.26,54.59,28.04,56.79,25.91
2021-01-02T21:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:20.739679+00:00,1609621200,DE,549.75,52.99,29.37,54.96,27.6
2021-01-02T22:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:43.689021+00:00,1609624800,DE,521.36,49.61,32.41,51.39,30.97
2021-01-02T23:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:22.177313+00:00,1609628400,DE,488.87,45.67,35.94,47.45,34.71
2021-01-03T00:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:15:13.178380+00:00,1609632000,DE,468.7,43.41,38.48,44.84,37.47
2021-01-03T01:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:16.918659+00:00,1609635600,DE,442.88,40.97,41.34,42.13,40.59
2021-01-03T02:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:22.177313+00:00,1609639200,DE,420.31,38.94,43.27,39.87,42.79
2021-01-03T03:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:16.918659+00:00,1609642800,DE,395.49,36.74,45.59,37.47,45.2
2021-01-03T04:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:22.177313+00:00,1609646400,DE,376.19,34.99,47.88,35.3,47.99
2021-01-03T05:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:15:13.178380+00:00,1609650000,DE,367.14,34.14,49.3,34.21,49.69
2021-01-03T06:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:15:13.178380+00:00,1609653600,DE,370.26,34.33,49.65,34.36,50.06
2021-01-03T07:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:15:13.178380+00:00,1609657200,DE,385.92,35.62,49.25,35.85,49.36
2021-01-03T08:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:43.689021+00:00,1609660800,DE,394.34,36.4,49.01,36.43,49.37
2021-01-03T09:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:43.689021+00:00,1609664400,DE,393.71,36.21,49.86,36.39,49.88
2021-01-03T10:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:16.918659+00:00,1609668000,DE,397.4,36.23,50.38,36.39,50.43
2021-01-03T11:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:22.177313+00:00,1609671600,DE,398.86,35.9,50.94,35.88,51.26
2021-01-03T12:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:15:13.178380+00:00,1609675200,DE,396.46,36.34,50.13,36.41,50.3
2021-01-03T13:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:16.918659+00:00,1609678800,DE,390.54,35.14,51.49,35.2,51.57
2021-01-03T14:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:43.689021+00:00,1609682400,DE,397.65,36.43,49.73,36.41,49.98
2021-01-03T15:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:20.739679+00:00,1609686000,DE,398.77,35.77,51,35.91,50.93
2021-01-03T16:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:16.918659+00:00,1609689600,DE,409.35,35.39,51.9,35.37,52.11
2021-01-03T17:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:22.177313+00:00,1609693200,DE,413.47,35.39,52.03,35.31,52.34
2021-01-03T18:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:22.177313+00:00,1609696800,DE,420.01,36.97,50,36.94,50.21
2021-01-03T19:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:16.918659+00:00,1609700400,DE,412.64,37.45,49.02,37.53,49.08
2021-01-03T20:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:22.177313+00:00,1609704000,DE,414.46,38.13,47.62,38.23,47.65
2021-01-03T21:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-02-10T02:39:04.634021+00:00,1609707600,DE,417.06,38.36,46.8,38.53,47.05
2021-01-03T22:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:15:13.178380+00:00,1609711200,DE,413.89,38.17,46.67,38.1,47.04
2021-01-03T23:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-02-10T02:47:19.790578+00:00,1609714800,DE,417.06,38.42,46.16,38.51,46.54
2021-01-04T00:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:15:13.178380+00:00,1609718400,DE,432.32,39.71,45.42,39.93,45.31
2021-01-04T01:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:43.689021+00:00,1609722000,DE,442.59,40.59,44.81,40.83,44.63
2021-01-04T02:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:22.177313+00:00,1609725600,DE,446.39,41.11,44.28,41.38,44.07
2021-01-04T03:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:43.689021+00:00,1609729200,DE,449.37,41.5,43.87,41.72,43.69
2021-01-04T04:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-02-10T02:47:49.308902+00:00,1609732800,DE,456.91,42.88,42.47,43.37,42.27
2021-01-04T05:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:22.177313+00:00,1609736400,DE,498.52,47.2,39.61,47.62,39.15
2021-01-04T06:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:16.918659+00:00,1609740000,DE,523.04,49.78,38,50.29,37.41
2021-01-04T07:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:20.739679+00:00,1609743600,DE,524.7,49.4,38.94,49.84,38.44
2021-01-04T08:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:22.177313+00:00,1609747200,DE,527.66,49.33,39.35,49.87,38.65
2021-01-04T09:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:16.918659+00:00,1609750800,DE,528.15,49.02,40.02,49.63,39.25
2021-01-04T10:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:15:13.178380+00:00,1609754400,DE,531.67,50.47,38.47,51.08,37.69
2021-01-04T11:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:22.177313+00:00,1609758000,DE,519.95,47.75,41.63,48.3,40.92
2021-01-04T12:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:16.918659+00:00,1609761600,DE,527.18,49.79,39.19,50.53,38.27
2021-01-04T13:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:43.689021+00:00,1609765200,DE,526.37,50.04,38.98,50.73,38.09
2021-01-04T14:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:16.918659+00:00,1609768800,DE,534.23,52.09,36.34,53.02,35.51
2021-01-04T15:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:22.177313+00:00,1609772400,DE,537,51.44,37.31,52.24,36.64
2021-01-04T16:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:15:13.178380+00:00,1609776000,DE,542.98,50.98,38.08,51.45,37.63
2021-01-04T17:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:16.918659+00:00,1609779600,DE,542.66,50.57,38.59,51.15,38
2021-01-04T18:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:16.918659+00:00,1609783200,DE,544.37,51.23,37.76,51.89,37.03
2021-01-04T19:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:43.689021+00:00,1609786800,DE,546.8,51.82,36.97,52.55,36.16
2021-01-04T20:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:15:13.178380+00:00,1609790400,DE,549.03,52.7,35.53,53.45,34.75
2021-01-04T21:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:16.918659+00:00,1609794000,DE,547.52,51.97,36.05,52.7,35.38
2021-01-04T22:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:16.918659+00:00,1609797600,DE,544.17,51.76,35.81,52.51,35.19
2021-01-04T23:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:15:13.178380+00:00,1609801200,DE,521.76,48.71,38.02,49.23,37.61
2021-01-05T00:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:16.918659+00:00,1609804800,DE,515.43,48.27,38.23,48.9,37.62
2021-01-05T01:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:16.918659+00:00,1609808400,DE,516.12,48.19,38.07,48.78,37.52
2021-01-05T02:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:15:13.178380+00:00,1609812000,DE,517.28,48.41,37.93,49.09,37.26
2021-01-05T03:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:15:13.178380+00:00,1609815600,DE,520.54,48.78,37.56,49.47,36.89
2021-01-05T04:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:16.918659+00:00,1609819200,DE,535.3,50.54,36.21,51.19,35.57
2021-01-05T05:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:20.739679+00:00,1609822800,DE,551.03,52.59,35.01,53.22,34.41
2021-01-05T06:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:20.739679+00:00,1609826400,DE,564.77,54.26,33.51,54.73,33.15
2021-01-05T07:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:43.689021+00:00,1609830000,DE,565.95,53.18,35.07,53.52,34.98
2021-01-05T08:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:20.739679+00:00,1609833600,DE,568.12,53.49,34.74,53.88,34.58
2021-01-05T09:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:22.177313+00:00,1609837200,DE,555.86,51.59,37.03,51.9,36.96
2021-01-05T10:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:15:13.178380+00:00,1609840800,DE,555.23,51.47,37.24,51.74,37.23
2021-01-05T11:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:15:13.178380+00:00,1609844400,DE,552.07,50.93,37.96,51.16,37.97
2021-01-05T12:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:22.177313+00:00,1609848000,DE,556.63,52.79,35.72,53.07,35.68
2021-01-05T13:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:20.739679+00:00,1609851600,DE,553.68,52.48,36.18,52.78,36.1
2021-01-05T14:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:20.739679+00:00,1609855200,DE,556.09,52.84,35.86,53.15,35.68
2021-01-05T15:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:16.918659+00:00,1609858800,DE,552.25,51.84,37.05,52.13,36.9
2021-01-05T16:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:43.689021+00:00,1609862400,DE,547.49,50.95,38.11,51.4,37.79
2021-01-05T17:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:20.739679+00:00,1609866000,DE,550.61,51.94,36.92,52.48,36.46
2021-01-05T18:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:43.689021+00:00,1609869600,DE,555.08,53.3,35.06,53.81,34.63
2021-01-05T19:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:22.177313+00:00,1609873200,DE,550.6,53.18,34.96,53.79,34.4
2021-01-05T20:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:16.918659+00:00,1609876800,DE,543.24,52.19,35.66,52.98,34.83
2021-01-05T21:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:15:13.178380+00:00,1609880400,DE,536.97,51.63,35.83,52.51,34.95
2021-01-05T22:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:15:13.178380+00:00,1609884000,DE,522.38,50.25,36.53,50.94,36.02
2021-01-05T23:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:43.689021+00:00,1609887600,DE,506.65,48.53,37.42,49.17,36.99
2021-01-06T00:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:15:13.178380+00:00,1609891200,DE,503.9,48.3,37.29,48.97,36.8
2021-01-06T01:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:16.918659+00:00,1609894800,DE,505.88,48.29,37.1,48.98,36.61
2021-01-06T02:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:15:13.178380+00:00,1609898400,DE,507.71,48.38,36.94,49.2,36.31
2021-01-06T03:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:22.177313+00:00,1609902000,DE,519.5,49.52,35.92,50.5,35.09
2021-01-06T04:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:22.177313+00:00,1609905600,DE,534.97,51.17,34.32,52.31,33.32
2021-01-06T05:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-02-10T02:39:07.233507+00:00,1609909200,DE,555.62,53.23,32.93,54.59,31.53
2021-01-06T06:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:20.739679+00:00,1609912800,DE,575.56,55.56,30.78,56.74,29.57
2021-01-06T07:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:15:13.178380+00:00,1609916400,DE,594.46,57.23,29.63,58.36,28.5
2021-01-06T08:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:15:13.178380+00:00,1609920000,DE,604.08,57.67,29.36,58.84,28.2
2021-01-06T09:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:22.177313+00:00,1609923600,DE,613.75,58,29.28,59.08,28.17
2021-01-06T10:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:43.689021+00:00,1609927200,DE,621.41,58.71,28.64,59.84,27.54
2021-01-06T11:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:16.918659+00:00,1609930800,DE,618.53,58.53,28.74,60.08,27.27
2021-01-06T12:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:15:13.178380+00:00,1609934400,DE,627.42,60.14,26.67,61.85,25.14
2021-01-06T13:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:43.689021+00:00,1609938000,DE,637.93,61.29,25.48,62.48,24.4
2021-01-06T14:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:43.689021+00:00,1609941600,DE,646.89,62.04,24.63,63.12,23.69
2021-01-06T15:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:22.177313+00:00,1609945200,DE,642.46,60.73,26.24,61.65,25.45
2021-01-06T16:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:22.177313+00:00,1609948800,DE,633.72,59.37,27.94,60.48,26.84
2021-01-06T17:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:20.739679+00:00,1609952400,DE,631.57,59.84,27.18,61.57,25.48
2021-01-06T18:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:20.739679+00:00,1609956000,DE,642.53,61.4,25.41,63.1,23.62
2021-01-06T19:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:20.739679+00:00,1609959600,DE,646.72,62.03,24.56,63.9,22.57
2021-01-06T20:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:20.739679+00:00,1609963200,DE,642.99,61.89,24.49,63.91,22.32
2021-01-06T21:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:16.918659+00:00,1609966800,DE,633.03,61.04,24.95,63.23,22.7
2021-01-06T22:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:16.918659+00:00,1609970400,DE,621.97,59.71,25.64,62.15,23.19
2021-01-06T23:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:43.689021+00:00,1609974000,DE,608.38,58.4,26.65,61.3,23.46
2021-01-07T00:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:20.739679+00:00,1609977600,DE,604.13,58.16,26.65,61.06,23.54
2021-01-07T01:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:15:13.178380+00:00,1609981200,DE,597.17,57.51,27.14,60.44,23.95
2021-01-07T02:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:43.689021+00:00,1609984800,DE,592.42,56.82,27.76,59.83,24.46
2021-01-07T03:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:16.918659+00:00,1609988400,DE,596.81,57.18,27.63,60.05,24.46
2021-01-07T04:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:20.739679+00:00,1609992000,DE,612.55,59.19,26.36,61.83,23.47
2021-01-07T05:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:15:13.178380+00:00,1609995600,DE,641.42,61.96,24.53,64.06,22.17
2021-01-07T06:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:43.689021+00:00,1609999200,DE,648.23,62.62,24.04,64.43,22.33
2021-01-07T07:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:43.689021+00:00,1610002800,DE,647.5,61.61,25.58,63.24,24.08
2021-01-07T08:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-02-10T02:47:49.308902+00:00,1610006400,DE,641.22,60.65,26.8,62.5,24.99
2021-01-07T09:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-02-10T02:39:04.634021+00:00,1610010000,DE,635.98,60.12,27.36,62,25.59
2021-01-07T10:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:16.918659+00:00,1610013600,DE,632.58,59.4,28.41,61.14,26.62
2021-01-07T11:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:22.177313+00:00,1610017200,DE,630.71,59.64,28.02,61.58,26.09
2021-01-07T12:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:22.177313+00:00,1610020800,DE,637.68,61.05,26.24,63.23,24.11
2021-01-07T13:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:43.689021+00:00,1610024400,DE,649.85,62.2,24.93,64.24,22.78
2021-01-07T14:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:16.918659+00:00,1610028000,DE,660.94,63.27,23.72,65.08,21.85
2021-01-07T15:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:20.739679+00:00,1610031600,DE,665.82,63.37,23.52,64.43,22.62
2021-01-07T16:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:22.177313+00:00,1610035200,DE,649.95,60.58,26.68,61.87,25.66
2021-01-07T17:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:15:13.178380+00:00,1610038800,DE,642.05,60.44,26.66,61.88,25.54
